payment_id,order_id,total_price,payment_type
27587,27587,11.2,Gift Card
27588,27588,13.7,Meal Swipe
27589,27589,20.7,Debit
27590,27590,11.2,Debit
27591,27591,13.5,Gift Card
27592,27592,27.9,Cash
27593,27593,29.2,Meal Swipe
27594,27594,4.4,Credit
27595,27595,19.6,Gift Card
27596,27596,13.4,Meal Swipe
27597,27597,11.8,Credit
27598,27598,17.2,Gift Card
27599,27599,2.1,Credit
27600,27600,2.0,Credit
27601,27601,8.2,Meal Swipe
27602,27602,29.1,Credit
27603,27603,17.4,Cash
27604,27604,19.2,Gift Card
27605,27605,6.5,Debit
27606,27606,30.4,Cash
27607,27607,10.6,Debit
27608,27608,15.1,Debit
27609,27609,7.7,Meal Swipe
27610,27610,6.4,Meal Swipe
27611,27611,9.2,Credit
27612,27612,8.3,Debit
27613,27613,21.1,Gift Card
27614,27614,5.4,Gift Card
27615,27615,11.2,Cash
27616,27616,14.2,Gift Card
27617,27617,6.5,Meal Swipe
27618,27618,17.4,Cash
27619,27619,10.3,Credit
27620,27620,15.5,Debit
27621,27621,15.9,Meal Swipe
27622,27622,10.3,Gift Card
27623,27623,4.3,Credit
27624,27624,13.4,Debit
27625,27625,13.0,Meal Swipe
27626,27626,12.4,Gift Card
27627,27627,8.0,Cash
27628,27628,18.8,Cash
27629,27629,18.3,Meal Swipe
27630,27630,16.8,Credit
27631,27631,24.4,Gift Card
27632,27632,5.2,Gift Card
27633,27633,24.5,Debit
27634,27634,13.7,Gift Card
27635,27635,8.5,Cash
27636,27636,2.1,Gift Card
27637,27637,14.8,Cash
27638,27638,2.0,Cash
27639,27639,19.1,Credit
27640,27640,22.6,Meal Swipe
27641,27641,6.2,Cash
27642,27642,8.2,Debit
27643,27643,15.8,Meal Swipe
27644,27644,19.5,Cash
27645,27645,2.0,Debit
27646,27646,16.0,Meal Swipe
27647,27647,11.2,Cash
27648,27648,2.3,Meal Swipe
27649,27649,19.2,Gift Card
27650,27650,19.5,Meal Swipe
27651,27651,25.4,Debit
27652,27652,2.1,Gift Card
27653,27653,22.6,Cash
27654,27654,4.4,Cash
27655,27655,2.0,Gift Card
27656,27656,17.2,Meal Swipe
27657,27657,15.3,Gift Card
27658,27658,5.4,Debit
27659,27659,24.8,Credit
27660,27660,8.5,Meal Swipe
27661,27661,22.0,Credit
27662,27662,26.3,Gift Card
27663,27663,21.0,Gift Card
27664,27664,19.5,Gift Card
27665,27665,17.2,Meal Swipe
27666,27666,17.2,Debit
27667,27667,11.2,Credit
27668,27668,24.4,Cash
27669,27669,18.3,Credit
27670,27670,4.4,Gift Card
27671,27671,8.8,Cash
27672,27672,8.3,Debit
27673,27673,4.1,Gift Card
27674,27674,4.4,Credit
27675,27675,2.1,Cash
27676,27676,14.2,Cash
27677,27677,4.6,Meal Swipe
27678,27678,17.2,Debit
27679,27679,32.3,Credit
27680,27680,11.0,Credit
27681,27681,15.0,Gift Card
27682,27682,2.0,Credit
27683,27683,6.7,Gift Card
27684,27684,4.8,Debit
27685,27685,18.3,Debit
27686,27686,5.2,Debit
27687,27687,26.0,Meal Swipe
27688,27688,34.3,Meal Swipe
27689,27689,30.6,Gift Card
27690,27690,7.2,Meal Swipe
27691,27691,8.5,Credit
27692,27692,16.6,Credit
27693,27693,19.5,Credit
27694,27694,8.5,Gift Card
27695,27695,2.0,Meal Swipe
27696,27696,36.4,Debit
27697,27697,6.2,Credit
27698,27698,10.6,Credit
27699,27699,12.7,Debit
27700,27700,8.4,Gift Card
27701,27701,13.0,Credit
27702,27702,6.2,Debit
27703,27703,15.6,Cash
27704,27704,5.2,Debit
27705,27705,18.1,Meal Swipe
27706,27706,18.3,Meal Swipe
27707,27707,29.4,Gift Card
27708,27708,21.5,Credit
27709,27709,17.4,Cash
27710,27710,29.3,Debit
27711,27711,7.2,Credit
27712,27712,17.2,Debit
27713,27713,8.3,Debit
27714,27714,10.3,Gift Card
27715,27715,8.0,Gift Card
27716,27716,13.3,Gift Card
27717,27717,28.4,Cash
27718,27718,7.5,Cash
27719,27719,25.5,Gift Card
27720,27720,11.3,Credit
27721,27721,13.9,Meal Swipe
27722,27722,11.2,Cash
27723,27723,13.0,Debit
27724,27724,26.0,Debit
27725,27725,14.9,Cash
27726,27726,11.2,Debit
27727,27727,8.0,Gift Card
27728,27728,2.0,Cash
27729,27729,26.0,Credit
27730,27730,9.8,Cash
27731,27731,11.2,Meal Swipe
27732,27732,10.3,Credit
27733,27733,2.1,Meal Swipe
27734,27734,36.4,Debit
27735,27735,7.4,Cash
27736,27736,23.3,Debit
27737,27737,24.6,Gift Card
27738,27738,21.0,Meal Swipe
27739,27739,13.0,Cash
27740,27740,17.0,Cash
27741,27741,4.4,Gift Card
27742,27742,2.0,Meal Swipe
27743,27743,22.6,Debit
27744,27744,2.0,Debit
27745,27745,6.9,Credit
27746,27746,13.4,Credit
27747,27747,8.2,Meal Swipe
27748,27748,6.2,Cash
27749,27749,8.2,Credit
27750,27750,12.8,Cash
27751,27751,16.5,Debit
27752,27752,10.2,Meal Swipe
27753,27753,19.2,Meal Swipe
27754,27754,24.2,Cash
27755,27755,21.1,Gift Card
27756,27756,6.2,Meal Swipe
27757,27757,28.0,Cash
27758,27758,8.3,Meal Swipe
27759,27759,2.3,Cash
27760,27760,4.0,Debit
27761,27761,15.7,Meal Swipe
27762,27762,7.2,Debit
27763,27763,26.0,Credit
27764,27764,15.6,Credit
27765,27765,29.0,Cash
27766,27766,30.6,Meal Swipe
27767,27767,14.7,Meal Swipe
27768,27768,2.0,Cash
27769,27769,20.6,Cash
27770,27770,2.1,Gift Card
27771,27771,11.2,Gift Card
27772,27772,29.0,Debit
27773,27773,2.3,Meal Swipe
27774,27774,24.8,Credit
27775,27775,8.2,Credit
27776,27776,2.1,Credit
27777,27777,11.2,Gift Card
27778,27778,11.2,Gift Card
27779,27779,25.7,Gift Card
27780,27780,11.2,Gift Card
27781,27781,9.7,Meal Swipe
27782,27782,35.8,Debit
27783,27783,10.5,Gift Card
27784,27784,9.7,Debit
27785,27785,13.7,Cash
27786,27786,15.6,Credit
27787,27787,10.8,Gift Card
27788,27788,21.8,Credit
27789,27789,20.0,Meal Swipe
27790,27790,18.3,Credit
27791,27791,6.4,Debit
27792,27792,21.8,Cash
27793,27793,21.5,Gift Card
27794,27794,17.2,Cash
27795,27795,15.0,Gift Card
27796,27796,19.8,Debit
27797,27797,2.5,Gift Card
27798,27798,30.5,Credit
27799,27799,11.7,Debit
27800,27800,7.0,Debit
27801,27801,7.7,Meal Swipe
27802,27802,18.5,Gift Card
27803,27803,2.5,Gift Card
27804,27804,4.5,Gift Card
27805,27805,26.3,Gift Card
27806,27806,24.0,Debit
27807,27807,27.7,Credit
27808,27808,8.0,Credit
27809,27809,18.8,Gift Card
27810,27810,2.0,Gift Card
27811,27811,26.3,Cash
27812,27812,11.6,Cash
27813,27813,21.0,Credit
27814,27814,27.8,Meal Swipe
27815,27815,30.4,Cash
27816,27816,4.6,Credit
27817,27817,14.4,Gift Card
27818,27818,14.7,Meal Swipe
27819,27819,29.0,Debit
27820,27820,17.9,Cash
27821,27821,19.6,Meal Swipe
27822,27822,22.4,Credit
27823,27823,19.5,Credit
27824,27824,18.1,Cash
27825,27825,19.2,Debit
27826,27826,8.2,Cash
27827,27827,2.1,Meal Swipe
27828,27828,8.5,Credit
27829,27829,9.8,Gift Card
27830,27830,11.0,Credit
27831,27831,15.2,Cash
27832,27832,6.5,Meal Swipe
27833,27833,11.2,Meal Swipe
27834,27834,30.4,Debit
27835,27835,13.3,Cash
27836,27836,17.2,Cash
27837,27837,26.0,Debit
27838,27838,8.2,Cash
27839,27839,29.3,Credit
27840,27840,8.5,Cash
27841,27841,15.0,Gift Card
27842,27842,15.0,Debit
27843,27843,11.2,Credit
27844,27844,10.4,Cash
27845,27845,14.7,Credit
27846,27846,12.8,Credit
27847,27847,12.4,Meal Swipe
27848,27848,22.5,Gift Card
27849,27849,4.1,Cash
27850,27850,6.2,Credit
27851,27851,5.2,Credit
27852,27852,15.4,Cash
27853,27853,2.0,Debit
27854,27854,2.5,Gift Card
27855,27855,9.8,Cash
27856,27856,17.0,Credit
27857,27857,2.3,Credit
27858,27858,11.2,Meal Swipe
27859,27859,19.4,Debit
27860,27860,17.2,Cash
27861,27861,10.3,Debit
27862,27862,18.5,Credit
27863,27863,26.2,Debit
27864,27864,2.1,Debit
27865,27865,2.0,Credit
27866,27866,20.2,Cash
27867,27867,19.4,Meal Swipe
27868,27868,26.2,Cash
27869,27869,2.3,Meal Swipe
27870,27870,8.0,Cash
27871,27871,32.8,Gift Card
27872,27872,6.2,Cash
27873,27873,11.3,Cash
27874,27874,26.4,Cash
27875,27875,5.4,Cash
27876,27876,22.6,Meal Swipe
27877,27877,38.2,Debit
27878,27878,9.8,Meal Swipe
27879,27879,21.3,Credit
27880,27880,23.2,Debit
27881,27881,16.4,Cash
27882,27882,8.2,Debit
27883,27883,21.0,Meal Swipe
27884,27884,12.5,Cash
27885,27885,5.2,Credit
27886,27886,13.6,Cash
27887,27887,25.7,Cash
27888,27888,15.1,Cash
27889,27889,2.3,Credit
27890,27890,11.2,Credit
27891,27891,11.2,Gift Card
27892,27892,13.3,Credit
27893,27893,10.7,Meal Swipe
27894,27894,5.4,Cash
27895,27895,28.4,Gift Card
27896,27896,2.0,Credit
27897,27897,5.4,Credit
27898,27898,17.6,Meal Swipe
27899,27899,10.0,Credit
27900,27900,13.4,Debit
27901,27901,11.3,Meal Swipe
27902,27902,8.2,Debit
27903,27903,28.2,Meal Swipe
27904,27904,17.0,Credit
27905,27905,13.7,Cash
27906,27906,33.2,Debit
27907,27907,13.3,Gift Card
27908,27908,11.2,Debit
27909,27909,19.2,Debit
27910,27910,8.5,Cash
27911,27911,6.9,Cash
27912,27912,14.2,Gift Card
27913,27913,4.4,Debit
27914,27914,11.2,Cash
27915,27915,18.1,Meal Swipe
27916,27916,14.5,Meal Swipe
27917,27917,10.8,Gift Card
27918,27918,5.4,Debit
27919,27919,25.4,Debit
27920,27920,4.1,Gift Card
27921,27921,2.3,Debit
27922,27922,32.7,Cash
27923,27923,12.5,Gift Card
27924,27924,10.3,Meal Swipe
27925,27925,13.0,Meal Swipe
27926,27926,14.9,Cash
27927,27927,15.6,Gift Card
27928,27928,21.6,Gift Card
27929,27929,10.3,Debit
27930,27930,31.1,Gift Card
27931,27931,10.8,Gift Card
27932,27932,13.2,Debit
27933,27933,2.5,Meal Swipe
27934,27934,21.8,Meal Swipe
27935,27935,27.8,Credit
27936,27936,28.2,Cash
27937,27937,11.3,Gift Card
27938,27938,2.5,Cash
27939,27939,30.8,Cash
27940,27940,4.4,Meal Swipe
27941,27941,13.0,Debit
27942,27942,2.0,Meal Swipe
27943,27943,30.9,Cash
27944,27944,22.4,Credit
27945,27945,10.8,Meal Swipe
27946,27946,28.5,Credit
27947,27947,19.2,Debit
27948,27948,17.2,Credit
27949,27949,13.0,Cash
27950,27950,20.4,Credit
27951,27951,6.2,Credit
27952,27952,5.4,Debit
27953,27953,7.5,Cash
27954,27954,10.1,Meal Swipe
27955,27955,10.2,Debit
27956,27956,16.5,Debit
27957,27957,10.3,Debit
27958,27958,29.6,Gift Card
27959,27959,11.3,Gift Card
27960,27960,17.5,Credit
27961,27961,24.3,Gift Card
27962,27962,18.3,Cash
27963,27963,5.2,Debit
27964,27964,28.4,Meal Swipe
27965,27965,32.7,Meal Swipe
27966,27966,29.6,Debit
27967,27967,18.5,Meal Swipe
27968,27968,10.8,Credit
27969,27969,12.7,Debit
27970,27970,2.5,Cash
27971,27971,2.1,Meal Swipe
27972,27972,8.8,Gift Card
27973,27973,2.5,Meal Swipe
27974,27974,21.4,Meal Swipe
27975,27975,8.0,Credit
27976,27976,6.2,Debit
27977,27977,19.0,Gift Card
27978,27978,22.4,Cash
27979,27979,8.5,Credit
27980,27980,16.6,Cash
27981,27981,13.6,Meal Swipe
27982,27982,21.7,Debit
27983,27983,22.4,Credit
27984,27984,16.4,Credit
27985,27985,2.1,Meal Swipe
27986,27986,19.9,Credit
27987,27987,17.2,Credit
27988,27988,16.8,Credit
27989,27989,6.5,Debit
27990,27990,5.4,Credit
27991,27991,22.1,Meal Swipe
27992,27992,24.2,Debit
27993,27993,15.3,Gift Card
27994,27994,18.5,Meal Swipe
27995,27995,8.2,Credit
27996,27996,17.6,Gift Card
27997,27997,12.7,Debit
27998,27998,17.6,Credit
27999,27999,18.6,Debit
28000,28000,17.2,Debit
28001,28001,8.5,Meal Swipe
28002,28002,23.7,Debit
28003,28003,18.5,Cash
28004,28004,21.1,Credit
28005,28005,5.2,Cash
28006,28006,8.2,Meal Swipe
28007,28007,5.4,Cash
28008,28008,21.0,Credit
28009,28009,4.4,Credit
28010,28010,2.1,Credit
28011,28011,15.8,Debit
28012,28012,8.3,Debit
28013,28013,22.4,Gift Card
28014,28014,22.5,Debit
28015,28015,33.4,Meal Swipe
28016,28016,13.2,Credit
28017,28017,18.1,Credit
28018,28018,2.3,Meal Swipe
28019,28019,13.0,Cash
28020,28020,19.0,Cash
28021,28021,2.3,Debit
28022,28022,14.5,Credit
28023,28023,15.9,Debit
28024,28024,4.4,Cash
28025,28025,6.2,Debit
28026,28026,30.4,Credit
28027,28027,14.7,Gift Card
28028,28028,4.4,Cash
28029,28029,16.8,Debit
28030,28030,17.2,Meal Swipe
28031,28031,31.4,Meal Swipe
28032,28032,10.2,Debit
28033,28033,10.0,Cash
28034,28034,15.6,Gift Card
28035,28035,21.6,Gift Card
28036,28036,17.5,Meal Swipe
28037,28037,24.2,Debit
28038,28038,17.2,Meal Swipe
28039,28039,36.6,Gift Card
28040,28040,24.3,Credit
28041,28041,30.6,Cash
28042,28042,30.7,Credit
28043,28043,27.7,Debit
28044,28044,19.5,Cash
28045,28045,11.3,Meal Swipe
28046,28046,5.4,Cash
28047,28047,16.5,Meal Swipe
28048,28048,2.0,Meal Swipe
28049,28049,8.8,Credit
28050,28050,2.0,Debit
28051,28051,19.5,Cash
28052,28052,2.5,Credit
28053,28053,10.8,Gift Card
28054,28054,19.7,Cash
28055,28055,10.3,Debit
28056,28056,8.0,Debit
28057,28057,17.2,Gift Card
28058,28058,33.9,Credit
28059,28059,8.0,Debit
28060,28060,11.3,Gift Card
28061,28061,11.2,Debit
28062,28062,17.8,Cash
28063,28063,18.2,Cash
28064,28064,2.1,Credit
28065,28065,8.3,Meal Swipe
28066,28066,24.2,Meal Swipe
28067,28067,11.2,Cash
28068,28068,10.8,Gift Card
28069,28069,11.2,Credit
28070,28070,19.5,Cash
28071,28071,8.3,Credit
28072,28072,4.4,Meal Swipe
28073,28073,11.2,Cash
28074,28074,2.5,Cash
28075,28075,17.2,Meal Swipe
28076,28076,11.3,Meal Swipe
28077,28077,11.3,Meal Swipe
28078,28078,6.4,Credit
28079,28079,6.4,Meal Swipe
28080,28080,36.4,Credit
28081,28081,21.0,Cash
28082,28082,2.0,Credit
28083,28083,18.7,Credit
28084,28084,8.2,Gift Card
28085,28085,23.8,Debit
28086,28086,34.4,Meal Swipe
28087,28087,13.2,Credit
28088,28088,19.8,Meal Swipe
28089,28089,11.2,Debit
28090,28090,15.3,Debit
28091,28091,34.2,Meal Swipe
28092,28092,14.2,Gift Card
28093,28093,2.0,Cash
28094,28094,4.2,Meal Swipe
28095,28095,22.9,Debit
28096,28096,15.3,Cash
28097,28097,17.2,Meal Swipe
28098,28098,12.3,Debit
28099,28099,13.7,Meal Swipe
28100,28100,15.1,Cash
28101,28101,8.3,Credit
28102,28102,10.3,Debit
28103,28103,8.7,Credit
28104,28104,16.3,Gift Card
28105,28105,32.8,Cash
28106,28106,21.2,Credit
28107,28107,13.0,Cash
28108,28108,24.8,Meal Swipe
28109,28109,5.2,Credit
28110,28110,8.3,Debit
28111,28111,2.3,Meal Swipe
28112,28112,19.8,Debit
28113,28113,6.4,Meal Swipe
28114,28114,13.5,Cash
28115,28115,2.5,Cash
28116,28116,2.1,Debit
28117,28117,21.9,Meal Swipe
28118,28118,18.4,Debit
28119,28119,14.2,Meal Swipe
28120,28120,28.0,Cash
28121,28121,8.5,Credit
28122,28122,19.4,Debit
28123,28123,24.6,Meal Swipe
28124,28124,8.0,Cash
28125,28125,10.3,Meal Swipe
28126,28126,4.4,Cash
28127,28127,11.2,Gift Card
28128,28128,23.0,Meal Swipe
28129,28129,5.2,Meal Swipe
28130,28130,7.5,Meal Swipe
28131,28131,2.1,Meal Swipe
28132,28132,2.3,Cash
28133,28133,10.6,Meal Swipe
28134,28134,25.1,Cash
28135,28135,16.2,Cash
28136,28136,15.3,Cash
28137,28137,38.3,Debit
28138,28138,10.5,Credit
28139,28139,6.4,Meal Swipe
28140,28140,12.4,Gift Card
28141,28141,17.2,Debit
28142,28142,19.5,Gift Card
28143,28143,4.0,Debit
28144,28144,13.7,Meal Swipe
28145,28145,17.5,Debit
28146,28146,26.4,Cash
28147,28147,18.7,Cash
28148,28148,22.6,Cash
28149,28149,10.1,Meal Swipe
28150,28150,13.0,Credit
28151,28151,11.0,Meal Swipe
28152,28152,22.6,Cash
28153,28153,6.2,Debit
28154,28154,10.1,Meal Swipe
28155,28155,4.3,Debit
28156,28156,23.2,Debit
28157,28157,12.1,Meal Swipe
28158,28158,4.3,Gift Card
28159,28159,5.2,Credit
28160,28160,13.2,Gift Card
28161,28161,19.9,Gift Card
28162,28162,5.4,Cash
28163,28163,22.5,Meal Swipe
28164,28164,19.7,Credit
28165,28165,4.6,Debit
28166,28166,11.2,Cash
28167,28167,13.0,Gift Card
28168,28168,11.3,Meal Swipe
28169,28169,4.4,Meal Swipe
28170,28170,2.3,Meal Swipe
28171,28171,7.7,Cash
28172,28172,6.2,Gift Card
28173,28173,16.8,Credit
28174,28174,12.7,Meal Swipe
28175,28175,2.1,Cash
28176,28176,19.2,Cash
28177,28177,8.3,Credit
28178,28178,14.7,Meal Swipe
28179,28179,11.2,Debit
28180,28180,21.7,Debit
28181,28181,30.8,Credit
28182,28182,9.8,Debit
28183,28183,15.7,Gift Card
28184,28184,21.6,Debit
28185,28185,5.4,Meal Swipe
28186,28186,2.3,Gift Card
28187,28187,15.8,Credit
28188,28188,22.0,Meal Swipe
28189,28189,9.8,Debit
28190,28190,21.6,Cash
28191,28191,15.3,Cash
28192,28192,2.0,Gift Card
28193,28193,10.7,Meal Swipe
28194,28194,16.5,Cash
28195,28195,8.3,Meal Swipe
28196,28196,7.4,Gift Card
28197,28197,10.6,Gift Card
28198,28198,12.9,Debit
28199,28199,2.3,Gift Card
28200,28200,13.0,Cash
28201,28201,26.6,Gift Card
28202,28202,16.0,Debit
28203,28203,11.3,Debit
28204,28204,19.6,Debit
28205,28205,21.5,Debit
28206,28206,28.0,Credit
28207,28207,13.6,Cash
28208,28208,24.6,Debit
28209,28209,4.5,Credit
28210,28210,27.8,Credit
28211,28211,22.5,Meal Swipe
28212,28212,28.4,Gift Card
28213,28213,28.4,Credit
28214,28214,8.2,Meal Swipe
28215,28215,17.5,Debit
28216,28216,19.5,Gift Card
28217,28217,2.0,Debit
28218,28218,23.6,Cash
28219,28219,8.2,Gift Card
28220,28220,7.3,Meal Swipe
28221,28221,15.5,Meal Swipe
28222,28222,17.0,Credit
28223,28223,11.2,Meal Swipe
28224,28224,8.2,Gift Card
28225,28225,8.0,Credit
28226,28226,21.4,Gift Card
28227,28227,2.3,Meal Swipe
28228,28228,11.2,Gift Card
28229,28229,24.6,Meal Swipe
28230,28230,38.5,Gift Card
28231,28231,4.4,Debit
28232,28232,20.9,Cash
28233,28233,19.5,Debit
28234,28234,10.2,Cash
28235,28235,7.5,Meal Swipe
28236,28236,25.1,Cash
28237,28237,5.0,Gift Card
28238,28238,22.8,Cash
28239,28239,17.2,Cash
28240,28240,21.3,Meal Swipe
28241,28241,15.0,Debit
28242,28242,11.2,Credit
28243,28243,5.4,Credit
28244,28244,7.9,Credit
28245,28245,19.3,Gift Card
28246,28246,13.4,Meal Swipe
28247,28247,5.4,Debit
28248,28248,19.5,Meal Swipe
28249,28249,13.7,Debit
28250,28250,2.5,Gift Card
28251,28251,8.5,Cash
28252,28252,4.4,Meal Swipe
28253,28253,22.6,Meal Swipe
28254,28254,26.5,Credit
28255,28255,10.6,Debit
28256,28256,13.0,Meal Swipe
28257,28257,6.8,Cash
28258,28258,11.2,Cash
28259,28259,11.8,Debit
28260,28260,24.8,Cash
28261,28261,8.2,Gift Card
28262,28262,5.2,Cash
28263,28263,17.8,Gift Card
28264,28264,13.8,Cash
28265,28265,17.2,Debit
28266,28266,4.3,Credit
28267,28267,10.6,Debit
28268,28268,20.1,Cash
28269,28269,25.6,Cash
28270,28270,26.0,Credit
28271,28271,27.7,Debit
28272,28272,6.7,Debit
28273,28273,2.0,Gift Card
28274,28274,10.6,Credit
28275,28275,13.7,Cash
28276,28276,21.5,Gift Card
28277,28277,8.2,Credit
28278,28278,24.3,Cash
28279,28279,6.4,Credit
28280,28280,8.2,Gift Card
28281,28281,5.4,Debit
28282,28282,11.2,Debit
28283,28283,17.2,Cash
28284,28284,8.0,Debit
28285,28285,11.2,Cash
28286,28286,32.2,Meal Swipe
28287,28287,23.0,Gift Card
28288,28288,8.0,Gift Card
28289,28289,26.5,Debit
28290,28290,2.0,Meal Swipe
28291,28291,2.0,Meal Swipe
28292,28292,5.4,Cash
28293,28293,19.7,Credit
28294,28294,13.3,Cash
28295,28295,15.6,Debit
28296,28296,8.2,Meal Swipe
28297,28297,4.6,Cash
28298,28298,10.6,Meal Swipe
28299,28299,20.8,Meal Swipe
28300,28300,2.0,Meal Swipe
28301,28301,17.2,Cash
28302,28302,16.5,Cash
28303,28303,2.0,Cash
28304,28304,16.7,Cash
28305,28305,19.6,Meal Swipe
28306,28306,2.0,Gift Card
28307,28307,4.0,Meal Swipe
28308,28308,11.2,Cash
28309,28309,25.2,Meal Swipe
28310,28310,8.2,Credit
28311,28311,30.7,Cash
28312,28312,34.4,Credit
28313,28313,24.8,Gift Card
28314,28314,16.5,Cash
28315,28315,13.8,Meal Swipe
28316,28316,5.4,Cash
28317,28317,12.3,Credit
28318,28318,2.0,Cash
28319,28319,2.5,Debit
28320,28320,15.7,Gift Card
28321,28321,15.5,Gift Card
28322,28322,10.7,Meal Swipe
28323,28323,2.1,Debit
28324,28324,15.0,Meal Swipe
28325,28325,8.5,Debit
28326,28326,8.5,Debit
28327,28327,7.2,Gift Card
28328,28328,8.2,Credit
28329,28329,8.5,Gift Card
28330,28330,13.7,Cash
28331,28331,13.1,Cash
28332,28332,18.6,Credit
28333,28333,15.0,Credit
28334,28334,4.1,Gift Card
28335,28335,13.0,Meal Swipe
28336,28336,32.0,Credit
28337,28337,21.4,Credit
28338,28338,12.4,Credit
28339,28339,7.7,Credit
28340,28340,18.6,Credit
28341,28341,19.7,Meal Swipe
28342,28342,8.5,Credit
28343,28343,18.2,Gift Card
28344,28344,10.3,Credit
28345,28345,22.1,Cash
28346,28346,16.8,Credit
28347,28347,13.6,Meal Swipe
28348,28348,15.2,Credit
28349,28349,25.7,Cash
28350,28350,2.5,Meal Swipe
28351,28351,19.2,Meal Swipe
28352,28352,18.0,Credit
28353,28353,36.7,Credit
28354,28354,20.9,Meal Swipe
28355,28355,16.6,Cash
28356,28356,13.4,Meal Swipe
28357,28357,20.4,Cash
28358,28358,33.6,Credit
28359,28359,32.0,Meal Swipe
28360,28360,16.0,Gift Card
28361,28361,17.2,Meal Swipe
28362,28362,26.3,Meal Swipe
28363,28363,10.3,Gift Card
28364,28364,29.5,Meal Swipe
28365,28365,7.4,Gift Card
28366,28366,14.5,Gift Card
28367,28367,4.8,Credit
28368,28368,16.8,Cash
28369,28369,12.4,Gift Card
28370,28370,13.5,Meal Swipe
28371,28371,20.4,Credit
28372,28372,15.7,Cash
28373,28373,19.6,Credit
28374,28374,8.0,Gift Card
28375,28375,32.2,Cash
28376,28376,35.0,Cash
28377,28377,7.3,Debit
28378,28378,8.7,Meal Swipe
28379,28379,24.0,Credit
28380,28380,19.6,Cash
28381,28381,16.4,Meal Swipe
28382,28382,8.0,Gift Card
28383,28383,7.5,Credit
28384,28384,12.7,Debit
28385,28385,12.1,Cash
28386,28386,15.2,Cash
28387,28387,28.8,Gift Card
28388,28388,11.2,Cash
28389,28389,23.8,Debit
28390,28390,2.1,Meal Swipe
28391,28391,16.2,Meal Swipe
28392,28392,18.3,Cash
28393,28393,19.1,Meal Swipe
28394,28394,21.0,Meal Swipe
28395,28395,2.1,Cash
28396,28396,11.2,Meal Swipe
28397,28397,9.8,Meal Swipe
28398,28398,2.5,Meal Swipe
28399,28399,16.2,Credit
28400,28400,10.5,Cash
28401,28401,21.8,Cash
28402,28402,4.5,Gift Card
28403,28403,21.9,Gift Card
28404,28404,9.8,Meal Swipe
28405,28405,8.3,Meal Swipe
28406,28406,22.8,Meal Swipe
28407,28407,9.8,Credit
28408,28408,17.2,Cash
28409,28409,6.5,Credit
28410,28410,14.8,Gift Card
28411,28411,17.2,Gift Card
28412,28412,2.3,Cash
28413,28413,10.6,Debit
28414,28414,11.3,Meal Swipe
28415,28415,18.3,Meal Swipe
28416,28416,18.7,Gift Card
28417,28417,14.5,Meal Swipe
28418,28418,19.2,Credit
28419,28419,15.7,Debit
28420,28420,8.5,Gift Card
28421,28421,8.0,Cash
28422,28422,23.0,Cash
28423,28423,16.5,Debit
28424,28424,22.4,Cash
28425,28425,4.6,Cash
28426,28426,2.3,Credit
28427,28427,2.3,Debit
28428,28428,19.2,Cash
28429,28429,21.5,Cash
28430,28430,14.4,Credit
28431,28431,32.2,Credit
28432,28432,15.5,Meal Swipe
28433,28433,11.2,Credit
28434,28434,29.5,Meal Swipe
28435,28435,24.2,Debit
28436,28436,11.3,Credit
28437,28437,22.0,Meal Swipe
28438,28438,36.7,Credit
28439,28439,8.3,Credit
28440,28440,10.3,Meal Swipe
28441,28441,19.0,Debit
28442,28442,20.3,Gift Card
28443,28443,23.6,Meal Swipe
28444,28444,8.3,Gift Card
28445,28445,14.3,Credit
28446,28446,8.5,Meal Swipe
28447,28447,26.6,Meal Swipe
28448,28448,8.2,Credit
28449,28449,16.0,Cash
28450,28450,2.0,Credit
28451,28451,27.9,Meal Swipe
28452,28452,8.7,Meal Swipe
28453,28453,5.4,Cash
28454,28454,21.6,Cash
28455,28455,16.1,Credit
28456,28456,8.5,Gift Card
28457,28457,19.6,Debit
28458,28458,5.4,Meal Swipe
28459,28459,32.2,Debit
28460,28460,8.5,Meal Swipe
28461,28461,13.9,Meal Swipe
28462,28462,11.3,Debit
28463,28463,7.2,Gift Card
28464,28464,6.4,Debit
28465,28465,21.3,Gift Card
28466,28466,17.8,Debit
28467,28467,30.9,Credit
28468,28468,32.5,Debit
28469,28469,17.2,Credit
28470,28470,8.0,Gift Card
28471,28471,8.5,Credit
28472,28472,25.2,Meal Swipe
28473,28473,8.5,Credit
28474,28474,22.1,Cash
28475,28475,21.2,Gift Card
28476,28476,19.5,Cash
28477,28477,8.5,Gift Card
28478,28478,13.0,Meal Swipe
28479,28479,11.3,Meal Swipe
28480,28480,36.7,Credit
28481,28481,18.1,Debit
28482,28482,24.8,Meal Swipe
28483,28483,9.8,Meal Swipe
28484,28484,6.2,Credit
28485,28485,17.0,Meal Swipe
28486,28486,5.2,Meal Swipe
28487,28487,4.0,Debit
28488,28488,2.1,Credit
28489,28489,22.0,Debit
28490,28490,9.8,Gift Card
28491,28491,19.6,Cash
28492,28492,24.6,Debit
28493,28493,19.2,Cash
28494,28494,11.4,Gift Card
28495,28495,12.3,Meal Swipe
28496,28496,13.1,Credit
28497,28497,15.8,Gift Card
28498,28498,8.3,Cash
28499,28499,18.9,Credit
28500,28500,11.2,Credit
28501,28501,11.2,Cash
28502,28502,6.4,Gift Card
28503,28503,22.4,Credit
