order_menu_id,order_id,meal_id
40773,20395,17
40774,20396,1
40775,20396,3
40776,20396,19
40777,20397,4
40778,20397,12
40779,20398,3
40780,20398,6
40781,20398,1
40782,20399,4
40783,20399,18
40784,20400,2
40785,20401,16
40786,20401,12
40787,20401,1
40788,20402,6
40789,20402,4
40790,20402,15
40791,20403,16
40792,20403,17
40793,20404,16
40794,20404,11
40795,20404,6
40796,20405,2
40797,20405,1
40798,20405,7
40799,20406,7
40800,20406,1
40801,20407,3
40802,20407,1
40803,20408,8
40804,20408,10
40805,20409,18
40806,20409,7
40807,20410,10
40808,20410,1
40809,20410,18
40810,20411,10
40811,20412,8
40812,20412,16
40813,20412,9
40814,20413,12
40815,20414,12
40816,20415,17
40817,20415,8
40818,20415,15
40819,20416,18
40820,20416,18
40821,20417,2
40822,20418,14
40823,20418,19
40824,20418,18
40825,20419,2
40826,20420,8
40827,20420,17
40828,20421,13
40829,20421,6
40830,20421,1
40831,20422,5
40832,20422,12
40833,20423,7
40834,20423,10
40835,20423,3
40836,20424,17
40837,20424,6
40838,20424,2
40839,20425,8
40840,20425,2
40841,20426,3
40842,20426,9
40843,20426,8
40844,20427,19
40845,20427,3
40846,20427,19
40847,20428,17
40848,20428,15
40849,20429,16
40850,20430,18
40851,20430,4
40852,20430,7
40853,20431,5
40854,20432,14
40855,20432,15
40856,20432,8
40857,20433,3
40858,20433,15
40859,20433,6
40860,20434,9
40861,20434,16
40862,20434,12
40863,20435,17
40864,20435,11
40865,20436,14
40866,20437,4
40867,20437,10
40868,20437,13
40869,20438,1
40870,20438,7
40871,20439,3
40872,20439,7
40873,20440,13
40874,20440,12
40875,20440,7
40876,20441,19
40877,20441,7
40878,20442,2
40879,20442,14
40880,20442,3
40881,20443,1
40882,20444,7
40883,20445,10
40884,20446,11
40885,20446,16
40886,20446,9
40887,20447,1
40888,20448,18
40889,20449,4
40890,20449,9
40891,20450,5
40892,20451,7
40893,20452,17
40894,20453,10
40895,20454,10
40896,20454,2
40897,20454,6
40898,20455,8
40899,20456,4
40900,20457,5
40901,20457,1
40902,20457,16
40903,20458,12
40904,20458,16
40905,20458,6
40906,20459,13
40907,20459,11
40908,20460,19
40909,20460,11
40910,20461,3
40911,20462,3
40912,20463,16
40913,20463,18
40914,20464,12
40915,20464,17
40916,20464,19
40917,20465,9
40918,20466,18
40919,20466,6
40920,20466,19
40921,20467,11
40922,20468,5
40923,20468,5
40924,20468,10
40925,20469,17
40926,20469,15
40927,20469,3
40928,20470,11
40929,20470,1
40930,20471,14
40931,20472,1
40932,20472,16
40933,20472,17
40934,20473,3
40935,20473,19
40936,20473,3
40937,20474,7
40938,20475,16
40939,20475,1
40940,20475,9
40941,20476,11
40942,20476,12
40943,20477,2
40944,20478,17
40945,20478,5
40946,20479,1
40947,20479,6
40948,20479,16
40949,20480,2
40950,20480,8
40951,20480,16
40952,20481,8
40953,20481,3
40954,20481,17
40955,20482,13
40956,20483,3
40957,20483,5
40958,20483,15
40959,20484,15
40960,20484,14
40961,20484,14
40962,20485,10
40963,20485,8
40964,20486,18
40965,20486,8
40966,20487,5
40967,20487,8
40968,20488,18
40969,20489,11
40970,20489,16
40971,20490,10
40972,20490,4
40973,20491,11
40974,20492,7
40975,20493,3
40976,20493,13
40977,20493,10
40978,20494,1
40979,20495,15
40980,20496,3
40981,20496,18
40982,20497,2
40983,20497,7
40984,20498,5
40985,20498,9
40986,20498,16
40987,20499,1
40988,20499,11
40989,20500,1
40990,20501,16
40991,20502,9
40992,20502,14
40993,20502,12
40994,20503,7
40995,20504,14
40996,20504,3
40997,20504,7
40998,20505,4
40999,20505,6
41000,20506,18
41001,20506,15
41002,20507,14
41003,20508,8
41004,20508,11
41005,20508,19
41006,20509,17
41007,20509,8
41008,20509,13
41009,20510,9
41010,20511,14
41011,20512,14
41012,20512,8
41013,20513,11
41014,20513,2
41015,20513,13
41016,20514,10
41017,20515,9
41018,20516,13
41019,20517,13
41020,20517,8
41021,20517,14
41022,20518,10
41023,20519,4
41024,20519,14
41025,20520,2
41026,20520,2
41027,20521,15
41028,20521,2
41029,20522,7
41030,20522,1
41031,20522,14
41032,20523,8
41033,20523,15
41034,20523,19
41035,20524,14
41036,20524,16
41037,20524,5
41038,20525,19
41039,20526,13
41040,20526,5
41041,20526,6
41042,20527,4
41043,20527,11
41044,20527,8
41045,20528,10
41046,20528,16
41047,20528,18
41048,20529,4
41049,20530,7
41050,20530,9
41051,20530,15
41052,20531,9
41053,20531,13
41054,20531,19
41055,20532,16
41056,20532,1
41057,20532,16
41058,20533,5
41059,20534,15
41060,20534,2
41061,20534,10
41062,20535,3
41063,20535,16
41064,20536,1
41065,20537,9
41066,20537,9
41067,20537,12
41068,20538,12
41069,20539,8
41070,20539,17
41071,20539,18
41072,20540,11
41073,20540,3
41074,20541,18
41075,20541,2
41076,20542,18
41077,20543,17
41078,20543,10
41079,20544,4
41080,20544,12
41081,20544,6
41082,20545,7
41083,20546,3
41084,20546,9
41085,20546,5
41086,20547,6
41087,20547,18
41088,20548,10
41089,20549,16
41090,20549,19
41091,20550,14
41092,20550,14
41093,20551,4
41094,20551,6
41095,20551,14
41096,20552,19
41097,20553,11
41098,20553,13
41099,20554,15
41100,20554,19
41101,20555,8
41102,20555,1
41103,20555,2
41104,20556,19
41105,20556,19
41106,20557,11
41107,20558,17
41108,20558,18
41109,20558,7
41110,20559,17
41111,20560,4
41112,20561,12
41113,20562,14
41114,20562,3
41115,20562,9
41116,20563,1
41117,20563,15
41118,20563,3
41119,20564,5
41120,20564,18
41121,20565,19
41122,20565,5
41123,20566,7
41124,20566,4
41125,20567,4
41126,20567,7
41127,20567,3
41128,20568,1
41129,20569,11
41130,20569,13
41131,20570,1
41132,20571,6
41133,20571,7
41134,20572,5
41135,20573,15
41136,20573,17
41137,20573,17
41138,20574,17
41139,20574,15
41140,20574,15
41141,20575,2
41142,20575,14
41143,20576,16
41144,20576,16
41145,20576,13
41146,20577,6
41147,20577,2
41148,20577,8
41149,20578,8
41150,20578,3
41151,20578,9
41152,20579,8
41153,20580,4
41154,20581,7
41155,20582,19
41156,20582,11
41157,20583,9
41158,20583,16
41159,20584,10
41160,20584,2
41161,20585,13
41162,20585,12
41163,20585,19
41164,20586,18
41165,20587,9
41166,20587,11
41167,20587,6
41168,20588,9
41169,20589,12
41170,20589,10
41171,20590,7
41172,20590,11
41173,20590,9
41174,20591,1
41175,20591,8
41176,20592,5
41177,20593,14
41178,20594,12
41179,20594,5
41180,20594,14
41181,20595,8
41182,20596,13
41183,20597,13
41184,20597,1
41185,20598,13
41186,20598,8
41187,20599,2
41188,20600,15
41189,20600,3
41190,20601,19
41191,20601,6
41192,20602,16
41193,20603,14
41194,20603,17
41195,20603,6
41196,20604,3
41197,20604,13
41198,20605,17
41199,20605,2
41200,20605,14
41201,20606,8
41202,20606,16
41203,20607,6
41204,20607,2
41205,20607,12
41206,20608,17
41207,20609,15
41208,20610,13
41209,20610,14
41210,20610,5
41211,20611,17
41212,20611,14
41213,20611,7
41214,20612,4
41215,20613,4
41216,20613,3
41217,20613,7
41218,20614,15
41219,20614,8
41220,20615,14
41221,20616,15
41222,20617,1
41223,20618,9
41224,20619,4
41225,20619,15
41226,20620,8
41227,20620,19
41228,20620,8
41229,20621,6
41230,20622,12
41231,20622,6
41232,20623,1
41233,20623,3
41234,20624,7
41235,20624,5
41236,20625,16
41237,20626,13
41238,20626,1
41239,20627,1
41240,20628,2
41241,20628,7
41242,20628,4
41243,20629,11
41244,20629,5
41245,20630,16
41246,20631,16
41247,20631,2
41248,20631,12
41249,20632,17
41250,20633,12
41251,20634,12
41252,20635,13
41253,20636,9
41254,20636,7
41255,20636,1
41256,20637,9
41257,20638,15
41258,20639,7
41259,20639,16
41260,20639,18
41261,20640,9
41262,20640,1
41263,20641,14
41264,20642,16
41265,20642,2
41266,20643,10
41267,20644,14
41268,20645,15
41269,20645,4
41270,20645,17
41271,20646,2
41272,20647,19
41273,20647,8
41274,20647,14
41275,20648,9
41276,20648,6
41277,20648,7
41278,20649,8
41279,20649,17
41280,20650,17
41281,20650,19
41282,20651,7
41283,20651,3
41284,20652,8
41285,20652,12
41286,20653,18
41287,20653,3
41288,20654,17
41289,20655,13
41290,20655,9
41291,20656,12
41292,20656,2
41293,20656,17
41294,20657,12
41295,20658,8
41296,20659,2
41297,20659,6
41298,20660,9
41299,20661,15
41300,20661,4
41301,20662,16
41302,20662,8
41303,20663,8
41304,20663,10
41305,20664,5
41306,20664,15
41307,20665,10
41308,20665,2
41309,20665,16
41310,20666,8
41311,20667,5
41312,20668,7
41313,20668,16
41314,20668,9
41315,20669,13
41316,20670,4
41317,20671,11
41318,20671,2
41319,20672,7
41320,20672,1
41321,20673,15
41322,20673,12
41323,20674,13
41324,20675,6
41325,20676,5
41326,20676,11
41327,20677,19
41328,20677,17
41329,20677,13
41330,20678,8
41331,20678,11
41332,20679,3
41333,20680,2
41334,20680,6
41335,20680,10
41336,20681,18
41337,20682,7
41338,20683,19
41339,20683,4
41340,20683,14
41341,20684,7
41342,20685,12
41343,20686,11
41344,20687,18
41345,20687,3
41346,20688,16
41347,20689,5
41348,20689,19
41349,20690,6
41350,20690,9
41351,20691,15
41352,20692,8
41353,20693,5
41354,20693,5
41355,20693,7
41356,20694,17
41357,20694,11
41358,20694,10
41359,20695,13
41360,20695,4
41361,20696,18
41362,20696,13
41363,20697,5
41364,20697,12
41365,20697,8
41366,20698,7
41367,20699,12
41368,20699,12
41369,20699,19
41370,20700,6
41371,20700,16
41372,20700,4
41373,20701,5
41374,20701,9
41375,20701,16
41376,20702,5
41377,20702,7
41378,20703,19
41379,20703,7
41380,20704,7
41381,20704,7
41382,20705,16
41383,20706,4
41384,20706,8
41385,20706,6
41386,20707,16
41387,20708,5
41388,20708,13
41389,20708,12
41390,20709,10
41391,20709,15
41392,20709,10
41393,20710,2
41394,20711,17
41395,20711,6
41396,20712,5
41397,20712,18
41398,20713,3
41399,20714,14
41400,20714,4
41401,20714,18
41402,20715,1
41403,20715,6
41404,20715,12
41405,20716,17
41406,20716,2
41407,20716,14
41408,20717,10
41409,20717,10
41410,20717,11
41411,20718,5
41412,20718,19
41413,20718,13
41414,20719,3
41415,20719,8
41416,20720,13
41417,20720,12
41418,20721,2
41419,20722,9
41420,20722,15
41421,20723,5
41422,20723,5
41423,20723,11
41424,20724,4
41425,20724,1
41426,20724,16
41427,20725,3
41428,20726,17
41429,20726,18
41430,20727,13
41431,20727,11
41432,20727,13
41433,20728,7
41434,20728,5
41435,20728,8
41436,20729,16
41437,20729,8
41438,20729,14
41439,20730,4
41440,20730,11
41441,20730,6
41442,20731,18
41443,20732,13
41444,20732,13
41445,20733,14
41446,20733,4
41447,20733,12
41448,20734,5
41449,20734,19
41450,20735,8
41451,20736,5
41452,20736,9
41453,20736,11
41454,20737,2
41455,20737,3
41456,20738,1
41457,20739,11
41458,20739,11
41459,20740,1
41460,20740,10
41461,20740,14
41462,20741,15
41463,20742,12
41464,20743,13
41465,20743,16
41466,20744,11
41467,20744,18
41468,20744,10
41469,20745,9
41470,20745,17
41471,20746,18
41472,20746,10
41473,20747,2
41474,20748,1
41475,20748,7
41476,20749,10
41477,20749,13
41478,20750,12
41479,20750,4
41480,20750,5
41481,20751,5
41482,20751,13
41483,20751,15
41484,20752,16
41485,20753,4
41486,20754,15
41487,20754,16
41488,20755,7
41489,20755,9
41490,20755,17
41491,20756,5
41492,20756,1
41493,20756,13
41494,20757,1
41495,20758,5
41496,20758,15
41497,20759,17
41498,20759,15
41499,20760,15
41500,20760,19
41501,20761,9
41502,20761,18
41503,20761,18
41504,20762,11
41505,20762,13
41506,20762,8
41507,20763,9
41508,20763,11
41509,20764,4
41510,20765,2
41511,20766,17
41512,20766,17
41513,20767,2
41514,20767,9
41515,20768,15
41516,20769,8
41517,20769,2
41518,20770,13
41519,20770,9
41520,20771,5
41521,20771,11
41522,20771,17
41523,20772,15
41524,20772,2
41525,20772,1
41526,20773,15
41527,20773,8
41528,20774,2
41529,20775,17
41530,20776,18
41531,20776,14
41532,20776,1
41533,20777,17
41534,20777,3
41535,20777,18
41536,20778,9
41537,20779,4
41538,20779,14
41539,20779,16
41540,20780,16
41541,20780,6
41542,20780,5
41543,20781,5
41544,20781,4
41545,20781,15
41546,20782,4
41547,20782,19
41548,20783,19
41549,20784,2
41550,20785,12
41551,20785,2
41552,20785,1
41553,20786,2
41554,20786,12
41555,20786,3
41556,20787,3
41557,20787,1
41558,20788,16
41559,20789,16
41560,20789,11
41561,20789,12
41562,20790,16
41563,20790,4
41564,20790,9
41565,20791,8
41566,20791,4
41567,20792,4
41568,20792,10
41569,20792,7
41570,20793,18
41571,20794,13
41572,20794,9
41573,20794,15
41574,20795,11
41575,20795,1
41576,20795,7
41577,20796,12
41578,20797,8
41579,20797,10
41580,20797,2
41581,20798,7
41582,20798,1
41583,20798,5
41584,20799,11
41585,20799,10
41586,20799,9
41587,20800,7
41588,20801,12
41589,20802,10
41590,20802,19
41591,20802,4
41592,20803,7
41593,20803,11
41594,20804,14
41595,20804,16
41596,20804,7
41597,20805,1
41598,20806,17
41599,20806,14
41600,20807,17
41601,20807,8
41602,20807,5
41603,20808,7
41604,20808,5
41605,20808,3
41606,20809,17
41607,20809,2
41608,20810,10
41609,20810,4
41610,20811,9
41611,20811,3
41612,20812,5
41613,20812,11
41614,20812,18
41615,20813,16
41616,20813,10
41617,20814,7
41618,20814,19
41619,20815,17
41620,20815,18
41621,20816,17
41622,20816,10
41623,20816,19
41624,20817,11
41625,20817,11
41626,20818,5
41627,20818,13
41628,20818,12
41629,20819,9
41630,20820,10
41631,20821,3
41632,20821,11
41633,20822,6
41634,20822,8
41635,20822,17
41636,20823,11
41637,20823,9
41638,20823,6
41639,20824,2
41640,20824,1
41641,20824,17
41642,20825,15
41643,20825,6
41644,20825,16
41645,20826,5
41646,20826,4
41647,20826,2
41648,20827,4
41649,20828,13
41650,20828,10
41651,20828,2
41652,20829,10
41653,20830,10
41654,20830,13
41655,20830,3
41656,20831,11
41657,20831,3
41658,20831,19
41659,20832,7
41660,20833,17
41661,20834,7
41662,20834,5
41663,20835,13
41664,20836,5
41665,20836,14
41666,20836,10
41667,20837,9
41668,20837,18
41669,20838,18
41670,20838,10
41671,20839,1
41672,20839,8
41673,20840,10
41674,20840,10
41675,20841,11
41676,20841,1
41677,20841,10
41678,20842,9
41679,20842,2
41680,20843,6
41681,20844,7
41682,20844,8
41683,20845,11
41684,20845,13
41685,20845,1
41686,20846,12
41687,20846,2
41688,20847,1
41689,20848,5
41690,20848,18
41691,20848,16
41692,20849,10
41693,20850,17
41694,20850,8
41695,20851,9
41696,20851,2
41697,20852,5
41698,20852,1
41699,20852,2
41700,20853,19
41701,20854,17
41702,20854,7
41703,20855,18
41704,20856,2
41705,20856,17
41706,20857,2
41707,20857,11
41708,20857,9
41709,20858,16
41710,20858,1
41711,20858,9
41712,20859,16
41713,20859,9
41714,20859,16
41715,20860,6
41716,20861,3
41717,20862,19
41718,20863,11
41719,20863,7
41720,20863,12
41721,20864,6
41722,20865,16
41723,20865,13
41724,20865,6
41725,20866,11
41726,20867,19
41727,20867,7
41728,20868,14
41729,20868,12
41730,20869,18
41731,20869,7
41732,20870,8
41733,20871,18
41734,20872,10
41735,20873,1
41736,20873,2
41737,20873,9
41738,20874,5
41739,20874,14
41740,20874,10
41741,20875,7
41742,20876,16
41743,20877,4
41744,20877,1
41745,20877,16
41746,20878,4
41747,20879,8
41748,20879,6
41749,20880,19
41750,20880,7
41751,20881,19
41752,20881,17
41753,20882,9
41754,20883,18
41755,20884,12
41756,20884,6
41757,20884,11
41758,20885,18
41759,20886,14
41760,20886,13
41761,20887,2
41762,20887,15
41763,20887,8
41764,20888,2
41765,20888,9
41766,20888,14
41767,20889,13
41768,20889,9
41769,20890,4
41770,20890,5
41771,20891,11
41772,20892,13
41773,20892,17
41774,20892,10
41775,20893,19
41776,20893,4
41777,20893,18
41778,20894,14
41779,20895,11
41780,20896,7
41781,20896,12
41782,20896,18
41783,20897,1
41784,20897,18
41785,20897,2
41786,20898,12
41787,20899,3
41788,20899,19
41789,20900,6
41790,20900,19
41791,20900,6
41792,20901,19
41793,20902,3
41794,20903,18
41795,20903,2
41796,20903,7
41797,20904,15
41798,20905,3
41799,20905,15
41800,20906,5
41801,20907,16
41802,20907,19
41803,20907,7
41804,20908,13
41805,20908,9
41806,20908,19
41807,20909,5
41808,20910,9
41809,20911,3
41810,20912,17
41811,20912,15
41812,20912,5
41813,20913,5
41814,20913,2
41815,20914,6
41816,20915,5
41817,20915,2
41818,20915,16
41819,20916,1
41820,20916,16
41821,20917,5
41822,20918,5
41823,20919,3
41824,20920,8
41825,20921,11
41826,20921,16
41827,20921,19
41828,20922,16
41829,20922,2
41830,20923,10
41831,20923,16
41832,20924,19
41833,20924,6
41834,20924,5
41835,20925,8
41836,20926,6
41837,20927,6
41838,20927,7
41839,20927,9
41840,20928,5
41841,20928,9
41842,20928,3
41843,20929,2
41844,20930,1
41845,20931,16
41846,20932,17
41847,20932,18
41848,20933,16
41849,20933,17
41850,20934,18
41851,20934,16
41852,20934,3
41853,20935,8
41854,20935,15
41855,20936,14
41856,20936,12
41857,20936,8
41858,20937,10
41859,20938,19
41860,20938,2
41861,20938,11
41862,20939,12
41863,20939,4
41864,20940,12
41865,20941,12
41866,20941,5
41867,20942,2
41868,20943,4
41869,20944,18
41870,20945,10
41871,20945,13
41872,20945,3
41873,20946,18
41874,20946,4
41875,20947,7
41876,20947,19
41877,20947,14
41878,20948,5
41879,20948,7
41880,20948,4
41881,20949,12
41882,20949,17
41883,20949,13
41884,20950,10
41885,20950,5
41886,20950,19
41887,20951,15
41888,20952,18
41889,20952,10
41890,20952,13
41891,20953,4
41892,20953,15
41893,20953,9
41894,20954,7
41895,20954,16
41896,20955,18
41897,20955,10
41898,20955,4
41899,20956,7
41900,20956,5
41901,20956,6
41902,20957,19
41903,20958,3
41904,20958,1
41905,20959,14
41906,20959,9
41907,20959,2
41908,20960,19
41909,20960,13
41910,20961,1
41911,20961,19
41912,20962,18
41913,20962,17
41914,20962,2
41915,20963,5
41916,20963,1
41917,20963,3
41918,20964,6
41919,20964,12
41920,20965,12
41921,20966,6
41922,20966,15
41923,20967,14
41924,20968,13
41925,20968,19
41926,20969,11
41927,20969,8
41928,20970,15
41929,20971,10
41930,20972,10
41931,20973,14
41932,20973,14
41933,20973,16
41934,20974,11
41935,20975,16
41936,20975,16
41937,20975,14
41938,20976,4
41939,20977,9
41940,20977,2
41941,20977,2
41942,20978,2
41943,20978,6
41944,20979,15
41945,20979,13
41946,20980,16
41947,20981,3
41948,20982,18
41949,20982,9
41950,20982,14
41951,20983,2
41952,20983,5
41953,20984,19
41954,20985,4
41955,20985,14
41956,20986,2
41957,20986,4
41958,20986,2
41959,20987,18
41960,20987,10
41961,20988,12
41962,20989,10
41963,20989,8
41964,20989,5
41965,20990,1
41966,20990,8
41967,20991,9
41968,20991,16
41969,20992,12
41970,20992,13
41971,20992,13
41972,20993,12
41973,20994,2
41974,20994,8
41975,20995,19
41976,20995,8
41977,20996,11
41978,20996,12
41979,20996,1
41980,20997,8
41981,20997,17
41982,20998,2
41983,20999,5
41984,21000,6
41985,21000,14
41986,21001,10
41987,21002,2
41988,21003,5
41989,21003,6
41990,21004,15
41991,21004,7
41992,21005,18
41993,21005,10
41994,21005,7
41995,21006,12
41996,21006,1
41997,21007,3
41998,21007,11
41999,21008,1
42000,21009,12
42001,21009,8
42002,21009,14
42003,21010,2
42004,21011,14
42005,21011,9
42006,21011,11
42007,21012,2
42008,21013,17
42009,21014,6
42010,21014,11
42011,21014,8
42012,21015,10
42013,21015,9
42014,21015,3
42015,21016,18
42016,21016,9
42017,21016,8
42018,21017,7
42019,21018,11
42020,21018,7
42021,21019,15
42022,21019,15
42023,21019,10
42024,21020,4
42025,21021,5
42026,21021,10
42027,21022,17
42028,21022,9
42029,21023,8
42030,21024,14
42031,21024,11
42032,21024,9
42033,21025,3
42034,21025,8
42035,21025,2
42036,21026,6
42037,21027,19
42038,21028,16
42039,21028,12
42040,21028,9
42041,21029,5
42042,21029,8
42043,21029,14
42044,21030,12
42045,21030,18
42046,21030,15
42047,21031,1
42048,21032,1
42049,21032,3
42050,21033,14
42051,21033,4
42052,21034,15
42053,21035,11
42054,21035,16
42055,21035,7
42056,21036,3
42057,21036,10
42058,21036,2
42059,21037,7
42060,21037,16
42061,21038,1
42062,21038,6
42063,21038,6
42064,21039,11
42065,21039,2
42066,21040,2
42067,21041,9
42068,21042,18
42069,21042,18
42070,21043,18
42071,21043,16
42072,21043,1
42073,21044,3
42074,21045,18
42075,21045,15
42076,21045,19
42077,21046,2
42078,21047,12
42079,21048,11
42080,21048,2
42081,21048,2
42082,21049,8
42083,21049,7
42084,21050,14
42085,21051,19
42086,21051,9
42087,21051,18
42088,21052,14
42089,21053,6
42090,21053,13
42091,21054,13
42092,21054,17
42093,21055,10
42094,21056,8
42095,21056,5
42096,21056,8
42097,21057,9
42098,21057,2
42099,21058,19
42100,21059,6
42101,21060,16
42102,21060,9
42103,21060,2
42104,21061,2
42105,21061,17
42106,21061,15
42107,21062,10
42108,21062,10
42109,21063,6
42110,21063,18
42111,21064,1
42112,21064,7
42113,21064,1
42114,21065,14
42115,21065,9
42116,21066,12
42117,21067,14
42118,21067,4
42119,21067,12
42120,21068,15
42121,21068,5
42122,21069,19
42123,21069,13
42124,21070,14
42125,21070,5
42126,21071,19
42127,21072,18
42128,21073,5
42129,21074,17
42130,21074,17
42131,21074,8
42132,21075,14
42133,21075,16
42134,21075,10
42135,21076,12
42136,21076,19
42137,21077,7
42138,21078,6
42139,21079,11
42140,21079,5
42141,21080,7
42142,21080,12
42143,21081,16
42144,21081,10
42145,21081,13
42146,21082,2
42147,21082,7
42148,21082,8
42149,21083,10
42150,21083,12
42151,21083,3
42152,21084,10
42153,21084,1
42154,21084,3
42155,21085,1
42156,21086,12
42157,21087,9
42158,21087,13
42159,21088,13
42160,21088,3
42161,21088,10
42162,21089,9
42163,21089,3
42164,21090,7
42165,21091,14
42166,21091,14
42167,21091,9
42168,21092,14
42169,21092,9
42170,21093,11
42171,21094,16
42172,21094,6
42173,21094,3
42174,21095,16
42175,21096,9
42176,21097,5
42177,21097,4
42178,21097,19
42179,21098,3
42180,21099,2
42181,21100,2
42182,21100,16
42183,21101,7
42184,21102,11
42185,21102,18
42186,21103,16
42187,21103,14
42188,21103,3
42189,21104,12
42190,21104,3
42191,21105,15
42192,21105,18
42193,21106,10
42194,21106,16
42195,21107,19
42196,21107,18
42197,21108,18
42198,21109,9
42199,21109,3
42200,21109,9
42201,21110,14
42202,21111,1
42203,21111,5
42204,21111,14
42205,21112,17
42206,21113,8
42207,21114,4
42208,21114,18
42209,21114,2
42210,21115,11
42211,21115,13
42212,21116,6
42213,21116,19
42214,21116,9
42215,21117,12
42216,21117,3
42217,21118,17
42218,21118,19
42219,21118,2
42220,21119,4
42221,21119,15
42222,21120,8
42223,21120,13
42224,21120,1
42225,21121,8
42226,21121,9
42227,21121,2
42228,21122,9
42229,21122,7
42230,21123,6
42231,21123,3
42232,21123,7
42233,21124,8
42234,21125,8
42235,21126,7
42236,21127,3
42237,21128,7
42238,21128,8
42239,21128,1
42240,21129,4
42241,21130,9
42242,21130,4
42243,21130,6
42244,21131,1
42245,21131,2
42246,21132,9
42247,21133,13
42248,21134,16
42249,21134,16
42250,21135,18
42251,21135,15
42252,21135,18
42253,21136,1
42254,21136,7
42255,21137,4
42256,21137,4
42257,21137,6
42258,21138,16
42259,21138,16
42260,21138,17
42261,21139,14
42262,21139,3
42263,21139,14
42264,21140,16
42265,21141,4
42266,21142,18
42267,21142,15
42268,21143,14
42269,21143,4
42270,21144,10
42271,21145,18
42272,21146,4
42273,21146,11
42274,21146,15
42275,21147,4
42276,21147,3
42277,21148,14
42278,21149,19
42279,21150,18
42280,21150,19
42281,21151,4
42282,21152,5
42283,21153,16
42284,21153,9
42285,21154,1
42286,21155,12
42287,21156,11
42288,21157,16
42289,21157,4
42290,21158,9
42291,21158,14
42292,21159,12
42293,21160,16
42294,21160,8
42295,21161,12
42296,21162,10
42297,21163,1
42298,21163,1
42299,21163,13
42300,21164,19
42301,21164,9
42302,21164,12
42303,21165,3
42304,21165,1
42305,21166,14
42306,21167,16
42307,21167,8
42308,21168,8
42309,21169,13
42310,21169,1
42311,21169,6
42312,21170,4
42313,21170,2
42314,21170,8
42315,21171,2
42316,21171,4
42317,21172,15
42318,21172,6
42319,21172,8
42320,21173,17
42321,21174,2
42322,21174,8
42323,21174,1
42324,21175,14
42325,21175,1
42326,21175,16
42327,21176,11
42328,21177,10
42329,21178,3
42330,21179,1
42331,21180,8
42332,21181,2
42333,21182,11
42334,21182,3
42335,21183,17
42336,21183,14
42337,21183,1
42338,21184,5
42339,21184,4
42340,21185,4
42341,21186,5
42342,21186,17
42343,21187,9
42344,21187,8
42345,21188,6
42346,21188,8
42347,21189,7
42348,21189,17
42349,21189,7
42350,21190,8
42351,21190,2
42352,21191,15
42353,21191,7
42354,21191,16
42355,21192,15
42356,21192,15
42357,21192,9
42358,21193,13
42359,21193,7
42360,21193,3
42361,21194,19
42362,21194,1
42363,21194,17
42364,21195,12
42365,21195,17
42366,21195,3
42367,21196,18
42368,21196,12
42369,21197,19
42370,21197,2
42371,21197,7
42372,21198,7
42373,21198,13
42374,21199,5
42375,21200,17
42376,21200,12
42377,21201,13
42378,21201,14
42379,21201,14
42380,21202,18
42381,21202,14
42382,21202,13
42383,21203,3
42384,21204,9
42385,21204,18
42386,21205,16
42387,21205,12
42388,21206,10
42389,21206,19
42390,21206,14
42391,21207,10
42392,21208,3
42393,21208,18
42394,21208,8
42395,21209,9
42396,21210,5
42397,21211,19
42398,21212,18
42399,21212,4
42400,21213,10
42401,21213,15
42402,21213,11
42403,21214,5
42404,21214,16
42405,21214,4
42406,21215,15
42407,21215,1
42408,21215,17
42409,21216,16
42410,21216,6
42411,21216,11
42412,21217,17
42413,21218,16
42414,21218,4
42415,21218,2
42416,21219,10
42417,21219,16
42418,21220,6
42419,21220,11
42420,21220,15
42421,21221,1
42422,21221,12
42423,21222,5
42424,21223,1
42425,21223,15
42426,21224,5
42427,21224,7
42428,21224,9
42429,21225,16
42430,21225,11
42431,21225,10
42432,21226,1
42433,21227,15
42434,21228,15
42435,21228,15
42436,21228,11
42437,21229,10
42438,21229,15
42439,21230,16
42440,21230,13
42441,21231,17
42442,21231,17
42443,21232,3
42444,21232,10
42445,21233,13
42446,21233,4
42447,21234,18
42448,21234,15
42449,21235,11
42450,21236,19
42451,21236,18
42452,21236,17
42453,21237,13
42454,21237,19
42455,21238,9
42456,21239,11
42457,21239,12
42458,21239,7
42459,21240,5
42460,21240,19
42461,21240,6
42462,21241,11
42463,21241,19
42464,21241,15
42465,21242,7
42466,21243,10
42467,21244,18
42468,21245,7
42469,21245,6
42470,21246,1
42471,21246,3
42472,21247,17
42473,21248,9
42474,21248,11
42475,21248,19
42476,21249,19
42477,21249,10
42478,21249,4
42479,21250,3
42480,21251,18
42481,21251,17
42482,21252,9
42483,21252,3
42484,21252,7
42485,21253,8
42486,21253,1
42487,21253,4
42488,21254,19
42489,21255,6
42490,21255,8
42491,21256,17
42492,21257,2
42493,21257,12
42494,21257,18
42495,21258,1
42496,21258,1
42497,21258,16
42498,21259,16
42499,21259,7
42500,21259,19
42501,21260,4
42502,21260,3
42503,21261,2
42504,21262,6
42505,21263,2
42506,21264,16
42507,21264,12
42508,21264,19
42509,21265,15
42510,21266,10
42511,21267,10
42512,21267,17
42513,21267,4
42514,21268,4
42515,21268,11
42516,21268,11
42517,21269,13
42518,21269,13
42519,21269,8
42520,21270,9
